clothing_name,situation,color,gender,time,category,price
jeans_2196_Green,Formal,Green,unisex,night,jeans,7241
waistcoat_4464_Green,Outdoor,Green,unisex,morning,waistcoat,9485
shoes_5830_Yellow,Formal,Yellow,female,noon,shoes,5080
waistcoat_863_Red,Formal,Red,unisex,noon,waistcoat,6710
skirt_9597_Blue,Casual,Blue,female,morning,skirt,4850
tops_7502_Purple,Party,Purple,female,morning,tops,9558
tousers_6847_Pink,Outdoor,Pink,unisex,morning,tousers,8107
tousers_6063_White,Outdoor,White,unisex,evening,tousers,6341
jacket_3807_Black,Party,Black,unisex,noon,jacket,2162
jacket_1054_Red,Wedding,Red,female,evening,jacket,3240
hodie_2796_Pink,Work,Pink,unisex,morning,hodie,8053
skirt_7617_Purple,Wedding,Purple,female,morning,skirt,6526
blouse_319_Red,Party,Red,unisex,night,blouse,8163
sport_2638_Yellow,Party,Yellow,female,night,sport,7790
shirt_4978_Yellow,Work,Yellow,male,night,shirt,3002
shirt_5403_Black,Formal,Black,female,evening,shirt,9053
hodie_6539_Green,Work,Green,unisex,night,hodie,9360
coat_4141_Yellow,Outdoor,Yellow,female,evening,coat,7669
tops_6812_Yellow,Party,Yellow,female,evening,tops,5167
waistcoat_7963_Green,Wedding,Green,female,noon,waistcoat,3734
shoes_1580_Blue,Work,Blue,unisex,night,shoes,3700
shorts_1250_Blue,Party,Blue,female,night,shorts,7110
tie_4930_Red,Outdoor,Red,unisex,morning,tie,6116
tie_5979_Red,Party,Red,unisex,morning,tie,2844
sport_5857_Red,Casual,Red,unisex,evening,sport,5011
suit_1880_Yellow,Outdoor,Yellow,female,evening,suit,7416
coat_5867_Purple,Party,Purple,male,evening,coat,1156
sport_1614_Yellow,Work,Yellow,unisex,morning,sport,9122
suit_7550_Green,Formal,Green,female,night,suit,7986
t-shirt_4848_Red,Outdoor,Red,male,noon,t-shirt,1256
suit_8518_Red,Work,Red,unisex,night,suit,7957
t-shirt_5562_Black,Casual,Black,female,noon,t-shirt,6378
hodie_4202_Purple,Outdoor,Purple,unisex,night,hodie,1245
blouse_3160_Pink,Party,Pink,male,evening,blouse,5893
shirt_9103_Black,Work,Black,female,morning,shirt,2963
dress_30_Black,Work,Black,unisex,morning,dress,7729
skirt_9800_White,Formal,White,unisex,noon,skirt,6651
shoes_5376_Yellow,Outdoor,Yellow,male,morning,shoes,5715
jeans_2961_Green,Party,Green,unisex,night,jeans,8842
blouse_6505_Red,Wedding,Red,female,evening,blouse,9882
blouse_517_Purple,Party,Purple,male,noon,blouse,7510
skirt_1162_Pink,Wedding,Pink,male,night,skirt,4285
suit_3412_Yellow,Outdoor,Yellow,female,evening,suit,9756
coat_2353_Red,Party,Red,male,night,coat,9694
shoes_5596_Green,Casual,Green,unisex,noon,shoes,5605
skirt_6804_Red,Wedding,Red,female,night,skirt,9544
blouse_8796_Pink,Casual,Pink,unisex,noon,blouse,2505
tie_3274_Yellow,Work,Yellow,female,evening,tie,5846
blouse_143_Black,Wedding,Black,unisex,night,blouse,3200
shoes_6643_Yellow,Party,Yellow,male,night,shoes,5826
blouse_9389_Yellow,Outdoor,Yellow,unisex,night,blouse,1631
tops_6299_Green,Casual,Green,unisex,night,tops,8741
dress_4023_Purple,Casual,Purple,male,night,dress,7649
waistcoat_3554_Purple,Outdoor,Purple,male,morning,waistcoat,5250
shorts_486_Blue,Casual,Blue,male,night,shorts,8736
tie_9146_Purple,Party,Purple,male,noon,tie,1976
t-shirt_2936_Blue,Party,Blue,female,morning,t-shirt,7502
skirt_4591_Blue,Casual,Blue,male,noon,skirt,1189
blouse_3082_White,Work,White,female,evening,blouse,2897
suit_6383_Pink,Work,Pink,male,noon,suit,6356
t-shirt_3226_White,Work,White,male,morning,t-shirt,9935
shoes_6984_Green,Casual,Green,unisex,night,shoes,4921
blouse_2488_Yellow,Work,Yellow,unisex,night,blouse,8387
shirt_3625_Pink,Casual,Pink,male,night,shirt,9135
tops_1216_Black,Casual,Black,male,evening,tops,5350
jacket_8871_Blue,Casual,Blue,male,evening,jacket,6913
jeans_7217_Blue,Wedding,Blue,unisex,night,jeans,2480
skirt_9908_Yellow,Outdoor,Yellow,unisex,noon,skirt,5705
suit_4858_Purple,Outdoor,Purple,unisex,morning,suit,2269
t-shirt_1436_Yellow,Wedding,Yellow,male,evening,t-shirt,3564
shirt_7050_Green,Casual,Green,unisex,night,shirt,2328
jeans_814_Green,Work,Green,unisex,morning,jeans,4349
jeans_1872_Green,Casual,Green,female,noon,jeans,4057
hodie_6127_Black,Formal,Black,male,morning,hodie,6316
tops_6230_White,Outdoor,White,unisex,night,tops,4973
shorts_1227_Black,Work,Black,female,morning,shorts,1490
tousers_1171_Black,Wedding,Black,unisex,evening,tousers,6061
skirt_2415_White,Wedding,White,male,night,skirt,1635
jacket_2583_Blue,Outdoor,Blue,male,morning,jacket,2085
sport_9728_Red,Party,Red,unisex,morning,sport,3703
dress_3301_Red,Outdoor,Red,female,night,dress,4657
tousers_1523_Purple,Formal,Purple,male,noon,tousers,8197
coat_2540_Purple,Wedding,Purple,female,noon,coat,5773
skirt_3_Blue,Formal,Blue,male,noon,skirt,5547
sport_5216_White,Casual,White,female,morning,sport,8548
t-shirt_4956_Red,Work,Red,female,noon,t-shirt,5974
jeans_4209_Yellow,Casual,Yellow,female,evening,jeans,2880
hodie_1802_Yellow,Formal,Yellow,female,noon,hodie,2079
t-shirt_548_Red,Formal,Red,unisex,night,t-shirt,4274
tops_1728_Black,Work,Black,female,evening,tops,8333
t-shirt_6894_White,Formal,White,female,evening,t-shirt,9586
shoes_5386_Red,Casual,Red,unisex,evening,shoes,8968
waistcoat_9153_Green,Outdoor,Green,male,morning,waistcoat,2383
blouse_1137_Black,Outdoor,Black,unisex,noon,blouse,6304
hodie_6220_Blue,Outdoor,Blue,female,morning,hodie,8809
tousers_1562_White,Casual,White,male,evening,tousers,5778
coat_6071_Purple,Formal,Purple,unisex,night,coat,5480
jacket_5868_Pink,Casual,Pink,unisex,morning,jacket,8167
dress_972_Pink,Casual,Pink,female,evening,dress,3139
blouse_9025_Pink,Outdoor,Pink,unisex,noon,blouse,8150
tousers_8640_Black,Wedding,Black,unisex,night,tousers,7012
shirt_6875_Green,Work,Green,unisex,noon,shirt,2315
suit_5279_Black,Work,Black,unisex,noon,suit,2382
tie_5303_Black,Outdoor,Black,male,noon,tie,5675
t-shirt_9631_Pink,Work,Pink,male,morning,t-shirt,1190
jacket_5298_Blue,Party,Blue,female,noon,jacket,9130
jeans_4019_Black,Wedding,Black,female,night,jeans,1450
shorts_7391_Green,Casual,Green,male,morning,shorts,1829
tie_2957_Yellow,Wedding,Yellow,female,noon,tie,2675
shirt_8814_Pink,Work,Pink,female,night,shirt,2238
shirt_9691_Purple,Casual,Purple,female,evening,shirt,8845
tie_958_Pink,Wedding,Pink,female,night,tie,4597
shorts_6235_Yellow,Casual,Yellow,male,morning,shorts,8349
coat_5493_Black,Work,Black,male,evening,coat,4337
tousers_2655_Blue,Work,Blue,unisex,evening,tousers,7356
tops_9421_White,Formal,White,female,noon,tops,6352
jeans_3346_White,Wedding,White,female,night,jeans,4309
tops_2641_Green,Outdoor,Green,male,morning,tops,7803
suit_4756_Yellow,Formal,Yellow,unisex,night,suit,1858
jacket_9027_Pink,Work,Pink,male,night,jacket,1964
hodie_6062_Red,Party,Red,male,noon,hodie,1908
tousers_906_Blue,Formal,Blue,male,evening,tousers,3934
t-shirt_6599_White,Work,White,unisex,morning,t-shirt,8035
sport_2099_Pink,Work,Pink,unisex,night,sport,2709
shorts_9249_White,Outdoor,White,unisex,night,shorts,3120
shoes_2893_Green,Outdoor,Green,unisex,night,shoes,6199
waistcoat_6083_Green,Party,Green,female,night,waistcoat,3399
suit_4383_Blue,Formal,Blue,unisex,evening,suit,9295
shorts_2571_Black,Wedding,Black,unisex,morning,shorts,8146
suit_8061_Green,Wedding,Green,male,noon,suit,1050
jacket_1207_Purple,Outdoor,Purple,unisex,evening,jacket,5078
coat_6634_Purple,Outdoor,Purple,male,evening,coat,4398
blouse_1324_Blue,Wedding,Blue,male,night,blouse,7468
waistcoat_7710_Pink,Party,Pink,unisex,evening,waistcoat,9926
dress_2540_Black,Outdoor,Black,male,noon,dress,6558
jeans_7199_Purple,Party,Purple,unisex,noon,jeans,3137
shirt_56_White,Casual,White,female,noon,shirt,6294
blouse_4662_White,Outdoor,White,unisex,morning,blouse,5347
coat_5278_Yellow,Work,Yellow,male,night,coat,3536
tops_234_White,Work,White,female,evening,tops,7834
sport_6603_White,Wedding,White,unisex,night,sport,2603
tops_302_Black,Formal,Black,female,noon,tops,5418
tousers_2692_Black,Casual,Black,female,night,tousers,9646
coat_4491_Yellow,Work,Yellow,male,morning,coat,2149
jacket_9845_Blue,Formal,Blue,female,noon,jacket,5683
t-shirt_1133_Red,Wedding,Red,female,evening,t-shirt,8257
tousers_8992_Purple,Party,Purple,male,evening,tousers,1565
coat_9422_White,Casual,White,female,evening,coat,7519
hodie_464_Green,Party,Green,unisex,noon,hodie,3729
coat_1485_Yellow,Outdoor,Yellow,male,night,coat,7925
shirt_8666_Green,Wedding,Green,male,noon,shirt,3075
tie_72_Yellow,Formal,Yellow,female,night,tie,7305
waistcoat_6806_Pink,Wedding,Pink,unisex,morning,waistcoat,9022
waistcoat_238_Yellow,Casual,Yellow,unisex,morning,waistcoat,2612
tousers_4867_Yellow,Outdoor,Yellow,male,noon,tousers,7145
jeans_1931_Red,Wedding,Red,female,noon,jeans,1116
blouse_9033_White,Formal,White,unisex,evening,blouse,9127
shirt_5398_Purple,Formal,Purple,unisex,evening,shirt,3737
shoes_2739_Pink,Work,Pink,male,night,shoes,3005
shorts_1000_Yellow,Casual,Yellow,female,morning,shorts,3393
t-shirt_1332_Pink,Casual,Pink,male,night,t-shirt,3082
shirt_6705_Red,Party,Red,unisex,morning,shirt,1764
blouse_2444_White,Work,White,male,noon,blouse,6982
shirt_1875_Blue,Wedding,Blue,unisex,night,shirt,3231
t-shirt_4081_Green,Party,Green,unisex,evening,t-shirt,3249
jeans_485_Green,Formal,Green,unisex,noon,jeans,7753
shoes_8407_Red,Formal,Red,unisex,morning,shoes,7363
tousers_6280_Black,Formal,Black,unisex,morning,tousers,6973
tie_8929_Pink,Work,Pink,unisex,morning,tie,9470
dress_3160_Black,Wedding,Black,female,evening,dress,4727
waistcoat_9546_Blue,Party,Blue,male,evening,waistcoat,9728
t-shirt_2113_Black,Work,Black,male,morning,t-shirt,5517
jacket_9690_Red,Party,Red,female,noon,jacket,7012
shirt_2142_Blue,Wedding,Blue,male,noon,shirt,7040
shorts_9342_Red,Outdoor,Red,unisex,night,shorts,1095
blouse_5367_Blue,Wedding,Blue,female,night,blouse,1403
skirt_8400_Pink,Wedding,Pink,female,night,skirt,5193
hodie_5759_Black,Formal,Black,female,evening,hodie,8808
sport_3367_Red,Formal,Red,female,evening,sport,6595
jeans_270_Pink,Work,Pink,female,evening,jeans,9267
skirt_5152_White,Casual,White,male,noon,skirt,9568
hodie_9232_Yellow,Party,Yellow,male,night,hodie,8275
tops_5300_Pink,Party,Pink,male,noon,tops,9285
coat_9101_Blue,Outdoor,Blue,male,morning,coat,4641
coat_280_Black,Casual,Black,unisex,evening,coat,6803
blouse_865_Yellow,Party,Yellow,unisex,noon,blouse,4592
tops_2288_Yellow,Work,Yellow,male,night,tops,9693
